Working Electrode (V),Current (mA)
-0.587773,1.55245
-0.587124,1.57661
-0.586401,1.55714
-0.585759,1.56361
-0.585103,1.56847
-0.584477,1.55943
-0.58382,1.5716
-0.58306,1.55946
-0.582493,1.55236
-0.581732,1.5746
-0.581136,1.55148
-0.580465,1.57251
-0.579794,1.55444
-0.579122,1.56643
-0.578429,1.56764
-0.57781,1.55894
-0.577102,1.57985
-0.576423,1.5683
-0.575864,1.56561
-0.575066,1.5764
-0.574477,1.55878
-0.573798,1.58122
-0.573164,1.5633
-0.57253,1.57043
-0.571792,1.57052
-0.571113,1.55593
-0.570539,1.57379
-0.569801,1.56138
-0.56913,1.56162
-0.568406,1.57218
-0.567817,1.55336
-0.567161,1.58279
-0.566535,1.55563
-0.565916,1.56695
-0.565215,1.56329
-0.564551,1.55778
-0.56388,1.57356
-0.563157,1.55499
-0.562545,1.55893
-0.561837,1.56594
-0.56121,1.5559
-0.560547,1.5811
-0.559853,1.5539
-0.559227,1.56519
-0.558578,1.55546
-0.557892,1.55298
-0.557236,1.57033
-0.556587,1.55574
-0.555945,1.56267
-0.55523,1.56853
-0.554611,1.55644
-0.55391,1.57616
-0.553253,1.55624
-0.552634,1.56875
-0.551911,1.56482
-0.551292,1.5532
-0.550569,1.56494
-0.549927,1.55052
-0.549353,1.55474
-0.548608,1.56167
-0.548011,1.55082
-0.547288,1.56785
-0.546639,1.54622
-0.545945,1.55731
-0.545282,1.54288
-0.544663,1.54615
-0.543954,1.55927
-0.54332,1.54444
-0.542687,1.56088
-0.541963,1.56152
-0.541307,1.55302
-0.540658,1.56502
-0.539987,1.53618
-0.539323,1.55324
-0.538637,1.54468
-0.537996,1.54341
-0.53731,1.55405
-0.536721,1.53525
-0.536079,1.55328
-0.535349,1.54553
-0.5347,1.53777
-0.534036,1.55468
-0.533335,1.52952
-0.532686,1.55123
-0.532,1.53859
-0.531396,1.53969
-0.53071,1.54361
-0.530091,1.52548
-0.529338,1.54166
-0.528622,1.53447
-0.528041,1.53213
-0.527302,1.54521
-0.526639,1.5224
-0.526042,1.54319
-0.525326,1.5314
-0.524745,1.52941
-0.524029,1.53503
-0.523387,1.52231
-0.522739,1.54011
-0.522067,1.52674
-0.521441,1.52273
-0.520703,1.53373
-0.520106,1.51224
-0.51945,1.53422
-0.518734,1.51718
-0.518152,1.5173
-0.517407,1.52473
-0.516728,1.50531
-0.516049,1.52383
-0.515408,1.51291
-0.514782,1.51347
-0.514125,1.52019
-0.513477,1.50744
-0.51285,1.52765
-0.512157,1.50874
-0.511448,1.51464
-0.51077,1.49533
-0.510195,1.4674
-0.509524,1.503
-0.508883,1.49118
-0.508227,1.50319
-0.507526,1.50557
-0.506937,1.49118
-0.506198,1.5068
-0.505572,1.49197
-0.504946,1.49978
-0.50423,1.50347
-0.503596,1.4902
-0.50288,1.51149
-0.502246,1.48918
-0.501575,1.49743
-0.500919,1.49436
-0.500218,1.48224
-0.499576,1.50286
-0.498905,1.48356
-0.498257,1.49492
-0.49757,1.49318
-0.496937,1.47872
-0.496236,1.49396
-0.495632,1.47007
-0.494946,1.4846
-0.49423,1.48382
-0.493588,1.47623
-0.492872,1.49087
-0.492246,1.47175
-0.491664,1.47742
-0.490911,1.47431
-0.490225,1.4673
-0.489569,1.48874
-0.488883,1.46387
-0.488279,1.47863
-0.487555,1.47355
-0.486929,1.46172
-0.48625,1.47469
-0.485587,1.4577
-0.484908,1.47361
-0.484237,1.46732
-0.483633,1.46032
-0.482917,1.47749
-0.482238,1.45933
-0.481612,1.46759
-0.480963,1.45722
-0.480337,1.45113
-0.479591,1.46148
-0.478927,1.44946
-0.478264,1.46193
-0.4776,1.45339
-0.476989,1.44498
-0.476317,1.45693
-0.475646,1.43725
-0.474997,1.44851
-0.474289,1.43891
-0.47367,1.43705
-0.472954,1.44858
-0.472298,1.42674
-0.471672,1.44246
-0.471,1.43962
-0.470352,1.43425
-0.469613,1.44774
-0.468935,1.42535
-0.468323,1.43592
-0.467637,1.42109
-0.466966,1.42722
-0.466317,1.43806
-0.465587,1.42498
-0.464945,1.43758
-0.464319,1.42668
-0.4637,1.42087
-0.462969,1.42803
-0.462335,1.40645
-0.461664,1.42609
-0.460948,1.40898
-0.460292,1.41421
-0.459613,1.41976
-0.458987,1.40721
-0.45836,1.42374
-0.457674,1.40752
-0.457011,1.40902
-0.456325,1.41582
-0.455676,1.39363
-0.454997,1.41788
-0.454289,1.3993
-0.45367,1.40272
-0.452999,1.4072
-0.452343,1.38739
-0.451686,1.40762
-0.450948,1.39044
-0.450337,1.38766
-0.44965,1.39922
-0.44895,1.38329
-0.448353,1.40524
-0.447615,1.38614
-0.447033,1.38741
-0.446377,1.39231
-0.445765,1.37708
-0.445005,1.39087
-0.444341,1.37134
-0.443692,1.36985
-0.442961,1.37736
-0.442313,1.35862
-0.441686,1.37828
-0.44103,1.36602
-0.440404,1.38024
-0.439665,1.38182
-0.439039,1.37395
-0.438442,1.3869
-0.437749,1.36549
-0.437115,1.36718
-0.436384,1.36534
-0.43572,1.34717
-0.435042,1.36968
-0.434393,1.34695
-0.433685,1.35774
-0.433021,1.35673
-0.432387,1.35032
-0.431716,1.3641
-0.431022,1.35035
-0.430374,1.35894
-0.429725,1.35234
-0.429121,1.3359
-0.428435,1.35273
-0.427831,1.33203
-0.42713,1.34423
-0.426362,1.34339
-0.425698,1.33259
-0.425019,1.34193
-0.424348,1.32492
-0.423737,1.33678
-0.423036,1.33206
-0.422409,1.31869
-0.421716,1.33523
-0.421074,1.31451
-0.420388,1.33318
-0.419717,1.32121
-0.419121,1.31434
-0.418397,1.33128
-0.417711,1.31288
-0.41707,1.32115
-0.416384,1.31501
-0.41578,1.30691
-0.415079,1.31859
-0.414438,1.29823
-0.413781,1.31698
-0.413036,1.30684
-0.412446,1.30516
-0.411768,1.31502
-0.411015,1.30075
-0.410441,1.31405
-0.409769,1.30442
-0.409113,1.30099
-0.40839,1.30662
-0.407793,1.28595
-0.40704,1.3011
-0.406406,1.28806
-0.405795,1.28944
-0.405079,1.29372
-0.404408,1.27858
-0.403826,1.29177
-0.40311,1.28649
-0.402521,1.28022
-0.401805,1.28608
-0.401134,1.26749
-0.400493,1.29083
-0.399821,1.27185
-0.39918,1.27905
-0.398487,1.28802
-0.397838,1.27222
-0.397174,1.28358
-0.396421,1.27349
-0.395757,1.27535
-0.395116,1.27972
-0.394452,1.26036
-0.393833,1.27669
-0.393177,1.25885
-0.392521,1.26441
-0.391805,1.26335
-0.391171,1.25046
-0.390463,1.26186
-0.389762,1.25325
-0.38915,1.25515
-0.388457,1.26098
-0.387868,1.24349
-0.387204,1.26135
-0.386533,1.24832
-0.385854,1.25722
-0.385228,1.2534
-0.384579,1.2392
-0.38393,1.25979
-0.383162,1.24987
-0.382588,1.24743
-0.38182,1.24712
-0.381178,1.23151
-0.380537,1.24862
-0.379844,1.23096
-0.379187,1.23858
-0.378479,1.23767
-0.37786,1.22742
-0.377167,1.23755
-0.376503,1.22477
-0.375899,1.22905
-0.375213,1.23019
-0.374512,1.22012
-0.373841,1.23749
-0.373177,1.22184
-0.372506,1.23005
-0.371835,1.22483
-0.371186,1.2195
-0.370507,1.23331
-0.369858,1.21598
-0.36921,1.2214
-0.368539,1.21653
-0.36786,1.20883
-0.367211,1.22403
-0.36648,1.21037
-0.365869,1.21313
-0.365183,1.20784
-0.364616,1.20087
-0.363923,1.21176
-0.363259,1.1996
-0.362603,1.20873
-0.361999,1.20687
-0.361298,1.19856
-0.360567,1.21339
-0.359903,1.19047
-0.359247,1.20303
-0.358546,1.1961
-0.357964,1.19051
-0.357256,1.20255
-0.356585,1.1873
-0.355951,1.19592
-0.355198,1.19402
-0.354601,1.18935
-0.353975,1.19988
-0.353229,1.18388
-0.35258,1.19636
-0.351939,1.18626
-0.351283,1.18286
-0.350611,1.18969
-0.349918,1.17548
-0.349277,1.18832
-0.348583,1.18346
-0.347979,1.18123
-0.347256,1.19024
-0.346577,1.1736
-0.34598,1.18679
-0.34528,1.17697
-0.344698,1.17698
-0.344012,1.1836
-0.343274,1.17047
-0.342647,1.17955
-0.341924,1.17161
-0.341327,1.17091
-0.340708,1.15996
-0.340097,1.14048
-0.339441,1.15689
-0.338784,1.15377
-0.338121,1.15577
-0.337375,1.16635
-0.336734,1.15353
-0.336055,1.17188
-0.335369,1.15871
-0.334765,1.16403
-0.334027,1.16622
-0.3334,1.15452
-0.332737,1.16469
-0.332058,1.15379
-0.331432,1.15241
-0.33079,1.15703
-0.330112,1.1452
-0.329418,1.15945
-0.328769,1.14664
-0.32815,1.14995
-0.327434,1.15471
-0.326823,1.14392
-0.326152,1.15693
-0.325451,1.14793
-0.324787,1.15276
-0.324116,1.15666
-0.323445,1.14231
-0.322841,1.15392
-0.322147,1.14057
-0.321513,1.14876
-0.320805,1.14563
-0.320149,1.13543
-0.31953,1.14917
-0.318806,1.13802
-0.318165,1.14257
-0.317464,1.14376
-0.31683,1.13295
-0.316144,1.14807
-0.315518,1.13349
-0.314899,1.13723
-0.31419,1.13663
-0.313549,1.13128
-0.312893,1.14311
-0.312214,1.13446
-0.31161,1.13501
-0.310909,1.13742
-0.310313,1.12492
-0.309582,1.13995
-0.308903,1.12462
-0.308225,1.13267
-0.307561,1.12824
-0.306912,1.12318
-0.306301,1.13101
-0.305585,1.12186
-0.304921,1.13055
-0.30431,1.13294
-0.303631,1.12634
-0.30293,1.13994
-0.302259,1.12257
-0.301625,1.13272
-0.300932,1.12657
-0.300275,1.12235
-0.299627,1.12941
-0.298911,1.11863
-0.298322,1.12049
-0.297606,1.12221
-0.296994,1.11453
-0.296316,1.12945
-0.295674,1.11371
-0.29504,1.12622
-0.294392,1.11701
-0.293676,1.11783
-0.293042,1.12032
-0.292296,1.11424
-0.291707,1.12017
-0.290984,1.1206
-0.290372,1.11496
-0.289626,1.12544
-0.289052,1.1065
-0.288418,1.12186
-0.287725,1.11695
-0.287106,1.11319
-0.286405,1.12026
-0.285771,1.11069
-0.285092,1.11892
-0.284362,1.11634
-0.283735,1.10935
-0.283064,1.12033
-0.282423,1.10333
-0.281722,1.11671
-0.281036,1.10848
-0.280402,1.11227
-0.279723,1.11626
-0.279037,1.11038
-0.278456,1.11594
-0.277777,1.11391
-0.277173,1.11064
-0.276472,1.1247
-0.275764,1.10893
-0.27513,1.11996
-0.274473,1.1118
-0.273787,1.11415
-0.273101,1.12171
-0.272438,1.11121
-0.271811,1.11703
-0.2712,1.10959
-0.270543,1.1118
-0.269746,1.12356
-0.269186,1.10588
-0.26853,1.12245
-0.267799,1.11052
-0.267158,1.11996
-0.266494,1.11932
-0.265883,1.11311
-0.265174,1.1256
-0.264511,1.11973
-0.263884,1.11602
-0.263124,1.1277
-0.262497,1.11751
-0.261856,1.12675
-0.2612,1.11557
-0.260491,1.12537
-0.259857,1.12896
-0.259216,1.12393
-0.258597,1.13006
-0.257874,1.12787
-0.257277,1.12803
-0.256584,1.13661
-0.255868,1.1279
-0.255249,1.14247
-0.254496,1.13189
-0.253906,1.13845
-0.253235,1.1372
-0.252542,1.13613
-0.251938,1.14629
-0.251214,1.14222
-0.250588,1.14387
-0.249872,1.15106
-0.249208,1.13844
-0.24853,1.15355
-0.247896,1.14493
-0.247202,1.15845
-0.246554,1.15914
-0.24592,1.1541
-0.245293,1.16527
-0.244592,1.16254
-0.243914,1.16442
-0.243243,1.17226
-0.242646,1.16433
-0.24199,1.18096
-0.241289,1.17271
-0.24061,1.18214
-0.239917,1.18076
-0.239253,1.17886
-0.238574,1.18958
-0.237896,1.18179
-0.237299,1.19168
-0.236628,1.19953
-0.235972,1.19353
-0.235338,1.20974
-0.234645,1.20255
-0.233981,1.2135
-0.233325,1.21146
-0.232698,1.21308
-0.232012,1.22464
-0.231334,1.21661
-0.230647,1.22316
-0.229887,1.2287
-0.229328,1.22329
-0.228619,1.24089
-0.227993,1.23078
-0.227329,1.24286
-0.226658,1.24284
-0.226009,1.24436
-0.22533,1.25643
-0.224712,1.24907
-0.224078,1.25835
-0.223347,1.26121
-0.222788,1.25883
-0.222019,1.2768
-0.221415,1.26347
-0.220685,1.2803
-0.220043,1.27606
-0.219342,1.27654
-0.218723,1.28524
-0.218037,1.28333
-0.217471,1.29109
-0.216747,1.29211
-0.216091,1.29363
-0.21542,1.31009
-0.214764,1.29802
-0.214115,1.31206
-0.213414,1.30657
-0.212773,1.30831
-0.212072,1.31897
-0.21146,1.31269
-0.210737,1.32257
-0.210058,1.32301
-0.209402,1.3204
-0.208746,1.33244
-0.208142,1.3203
-0.207493,1.33365
-0.206814,1.32733
-0.206158,1.33109
-0.205517,1.33793
-0.204831,1.33305
-0.204152,1.34245
-0.203481,1.33815
-0.202869,1.33755
-0.202116,1.34713
-0.20146,1.33832
-0.200834,1.35035
-0.200155,1.34338
-0.199566,1.34753
-0.198857,1.35076
-0.198179,1.34418
-0.197537,1.35369
-0.196851,1.348
-0.196195,1.35021
-0.195487,1.35647
-0.19486,1.34489
-0.194152,1.35669
-0.193443,1.34698
-0.192854,1.35192
-0.192191,1.35399
-0.191534,1.34448
-0.190908,1.35261
-0.190222,1.34257
-0.189603,1.34447
-0.188962,1.34745
-0.18832,1.33633
-0.18759,1.34943
-0.186866,1.33923
-0.186232,1.34328
-0.185554,1.34385
-0.184905,1.33385
-0.184241,1.34362
-0.183578,1.33234
-0.182921,1.33273
-0.182243,1.33167
-0.181564,1.32007
-0.180953,1.32959
-0.180282,1.319
-0.179595,1.32437
-0.178947,1.32224
-0.178261,1.31499
-0.177589,1.32288
-0.176888,1.31043
-0.176322,1.31254
-0.175531,1.30991
-0.17489,1.29851
-0.174211,1.30986
-0.173525,1.29737
-0.172951,1.2975
-0.172325,1.29595
-0.171624,1.28885
-0.171042,1.27756
-0.170393,1.26315
-0.169737,1.27205
-0.169021,1.27107
-0.168372,1.26606
-0.167724,1.27456
-0.16706,1.26342
-0.166419,1.26769
-0.165762,1.26381
-0.165091,1.25649
-0.164375,1.26677
-0.163659,1.25173
-0.163055,1.25692
-0.162347,1.25091
-0.161743,1.24418
-0.161094,1.25226
-0.16043,1.2419
-0.159737,1.24534
-0.159028,1.23932
-0.158395,1.23174
-0.157709,1.238
-0.157037,1.22395
-0.156396,1.22904
-0.155688,1.22321
-0.155151,1.22001
-0.154383,1.22561
-0.153741,1.21073
-0.15313,1.21549
-0.152466,1.21332
-0.151795,1.20702
-0.151161,1.21462
-0.150445,1.19978
-0.149767,1.20277
-0.149133,1.19729
-0.148514,1.19411
-0.14782,1.1996
-0.147112,1.18525
-0.146493,1.19368
-0.145807,1.18583
-0.145218,1.18586
-0.144465,1.19163
-0.143816,1.17729
-0.143204,1.18559
-0.142496,1.17924
-0.141862,1.1777
-0.141146,1.1807
-0.140468,1.1685
-0.139849,1.17312
-0.139163,1.16686
-0.138447,1.16209
-0.137783,1.16606
-0.137142,1.15743
-0.13656,1.16504
-0.135814,1.15856
-0.135203,1.15572
-0.134539,1.16077
-0.133823,1.14871
-0.133174,1.15743
-0.132496,1.14798
-0.13181,1.14635
-0.131153,1.14961
-0.130527,1.13964
-0.129856,1.14429
-0.129177,1.138
-0.128521,1.1378
-0.12785,1.13773
-0.127224,1.12917
-0.12653,1.13774
-0.125859,1.1307
-0.125255,1.13167
-0.124531,1.13819
-0.12392,1.12558
-0.123294,1.14079
-0.122548,1.13081
-0.121862,1.13082
-0.121183,1.13082
-0.120579,1.11849
-0.11996,1.12485
-0.119244,1.11873
-0.118625,1.11837
-0.117939,1.11976
-0.117283,1.10746
-0.116701,1.12015
-0.115948,1.11012
-0.115314,1.11465
-0.114651,1.11667
-0.113942,1.10752
-0.113293,1.11404
-0.112578,1.10701
-0.111959,1.10799
-0.11125,1.10648
-0.110676,1.10105
-0.109997,1.11007
-0.109304,1.09845
-0.10864,1.10435
-0.107939,1.10155
-0.107261,1.09807
-0.106604,1.10642
-0.105948,1.09732
-0.105284,1.0999
-0.104621,1.10098
-0.104024,1.09386
-0.103331,1.10284
-0.102689,1.08953
-0.102003,1.09415
-0.10128,1.0941
-0.100661,1.08955
-0.0999749,1.09822
-0.0993783,1.08748
-0.0986997,1.09135
-0.0979838,1.08886
-0.0973574,1.08476
-0.096649,1.09205
-0.0960151,1.08076
-0.0953142,1.0888
-0.0946579,1.08728
-0.0940092,1.07969
-0.0933156,1.08941
-0.0926818,1.07695
-0.0920405,1.08336
-0.0913768,1.08329
-0.0907056,1.07815
-0.0900494,1.08463
-0.0893409,1.07563
-0.0886623,1.08152
-0.0880136,1.07559
-0.0873424,1.07602
-0.0867458,1.0832
-0.08603,1.07396
-0.0854334,1.07807
-0.0847473,1.0728
-0.0840762,1.0686
-0.0833901,1.07846
-0.0827562,1.06725
-0.0820776,1.07802
-0.0814363,1.0702
-0.0807577,1.0697
-0.0801089,1.07756
-0.079393,1.06542
-0.0787666,1.07156
-0.0780582,1.06994
-0.0774243,1.06634
-0.0767308,1.07423
-0.0761268,1.05989
-0.0754109,1.06836
-0.0747472,1.06115
-0.0741283,1.06378
-0.0734571,1.07011
-0.0727785,1.06078
-0.0721297,1.06831
-0.0714437,1.06333
-0.0708098,1.06261
-0.0700343,1.07097
-0.0694228,1.05639
-0.0687964,1.06763
-0.0681551,1.06064
-0.0675286,1.06053
-0.06685,1.06552
-0.0661938,1.05571
-0.0655003,1.06302
-0.0648366,1.05697
-0.064158,1.05741
-0.063457,1.06547
-0.0627933,1.05246
-0.0621445,1.06308
-0.0615107,1.05536
-0.0608917,1.05567
-0.0601684,1.06213
-0.0594972,1.05634
-0.0588186,1.0625
-0.0581475,1.05648
-0.0574913,1.05386
-0.0568126,1.05992
-0.0561937,1.05066
-0.0555524,1.06252
-0.054926,1.05167
-0.0542175,1.05831
-0.0534569,1.05997
-0.052823,1.04838
-0.0521966,1.05566
-0.0514584,1.05237
-0.0508543,1.05279
-0.0502056,1.05698
-0.0495642,1.04776
-0.0489229,1.06012
-0.0482369,1.051
-0.0475806,1.05121
-0.0468946,1.05535
-0.0462607,1.04531
-0.045597,1.05703
-0.044896,1.04884
-0.0442473,1.04981
-0.043509,1.05356
-0.0429348,1.04549
-0.042286,1.05663
-0.0415627,1.04651
-0.0408915,1.05154
-0.0402353,1.0503
-0.0396387,1.045
-0.038975,1.05651
-0.0383113,1.04483
-0.0377148,1.04951
-0.0369616,1.05233
-0.0363128,1.04287
-0.0356267,1.05436
-0.0349705,1.04128
-0.0343068,1.04623
-0.0336133,1.04862
-0.032972,1.04229
-0.0323232,1.05174
-0.0316595,1.04405
-0.0310256,1.04629
-0.0303694,1.04826
-0.0297356,1.04315
-0.0290644,1.05497
-0.0283261,1.04343
-0.0276625,1.04625
-0.0270062,1.04498
-0.0263425,1.04306
-0.0256565,1.05341
-0.0250375,1.04382
-0.0243887,1.0463
-0.0236878,1.04624
-0.0229868,1.04292
-0.022256,1.05081
-0.0216818,1.04004
-0.0210106,1.04808
-0.0203842,1.04389
-0.019728,1.04223
-0.0191016,1.05068
-0.0184006,1.0407
-0.0176773,1.05055
-0.017021,1.05041
-0.0163722,1.04421
-0.0157235,1.05382
-0.0150598,1.04121
-0.0143961,1.04752
-0.0137846,1.04391
-0.0131209,1.04248
-0.0124572,1.04991
-0.0117861,1.04051
-0.0111224,1.0475
-0.0104139,1.04545
-0.00976517,1.04392
-0.00911639,1.05159
-0.00847507,1.04149
-0.00783376,1.0506
-0.00717752,1.04538
-0.006484,1.04536
-0.00579048,1.05078
-0.00517154,1.03963
-0.00450039,1.04808
-0.00379941,1.04648
-0.00318792,1.0445
-0.00253169,1.05055
-0.00193511,1.03949
-0.00126396,1.03605
-0.000585357,1.02981
8.58E-05,1.03296
0.000771853,1.04577
0.00140572,1.03637
0.00205449,1.04631
0.00276293,1.04092
0.0033595,1.04492
0.00401573,1.04937
0.00469434,1.04147
0.00535057,1.05083
0.00605901,1.04528
0.0066705,1.04721
0.00735656,1.05025
0.00807991,1.04246
0.00872868,1.0517
0.00939983,1.04602
0.00998895,1.04909
0.0107048,1.05233
0.0113834,1.04316
0.0120397,1.05225
0.0127034,1.04647
0.0133671,1.05072
0.0140904,1.05658
0.0146795,1.04483
0.0153059,1.05847
0.0159845,1.05045
0.0166035,1.05135
0.0173641,1.05306
0.017998,1.04629
0.0186542,1.05628
0.0193776,1.05012
0.0200189,1.05094
0.0206677,1.05629
0.0213686,1.04842
0.0220249,1.05953
0.0226438,1.05001
0.0233075,1.05428
0.0239787,1.0556
0.0246274,1.05041
0.0252688,1.05669
0.0259697,1.05153
0.0266185,1.05439
0.0273195,1.05665
0.0279384,1.04804
0.0285947,1.05964
0.0292956,1.05077
0.029937,1.05722
0.0306529,1.05692
0.0313538,1.05018
0.0319504,1.05869
0.0326066,1.05304
0.0332032,1.05386
0.0338967,1.05629
0.0345753,1.04958
0.0352465,1.06112
0.0359176,1.0513
0.0365739,1.05769
0.0372898,1.05504
0.0378938,1.05274
0.0385799,1.06164
0.0392734,1.05617
0.0398849,1.05799
0.0405262,1.05834
0.0412272,1.05376
0.0418834,1.0636
0.0425769,1.05241
0.0432182,1.05936
0.0439192,1.05769
0.0445456,1.05274
0.0452168,1.05943
0.045873,1.05241
0.0465143,1.0554
0.0472526,1.05953
0.0479536,1.05305
0.0485203,1.06315
0.0492138,1.05135
0.0498775,1.06139
0.0505487,1.05658
0.0511751,1.05525
0.0518313,1.06044
0.0525024,1.05183
0.0531214,1.0565
0.0538597,1.05728
0.0545084,1.05321
0.0551945,1.06453
0.0558582,1.05354
0.0565144,1.06215
0.0571781,1.05349
0.0579089,1.05592
0.0586099,1.061
0.0592288,1.05366
0.0598702,1.05765
0.0605637,1.05649
0.0611901,1.05261
0.0618985,1.06336
0.0625473,1.04677
0.0631812,1.05826
0.0638672,1.05035
0.0645011,1.05188
0.0651499,1.05756
0.0658359,1.05084
0.0664698,1.05641
0.0671484,1.04964
0.0677524,1.0489
0.0684683,1.05668
0.0691171,1.04491
0.0697659,1.05563
0.070437,1.04895
0.0710858,1.05239
0.0717868,1.05243
0.0724877,1.04674
0.073047,1.04954
0.0737704,1.04868
0.0743968,1.04763
0.0751127,1.05439
0.0757764,1.04137
0.0764102,1.05315
0.077141,1.04186
0.07776,1.04444
0.0784386,1.04913
0.0790874,1.04066
0.0797362,1.04644
0.0804371,1.04426
0.0810784,1.04331
0.0817496,1.04816
0.0823909,1.03511
0.0830919,1.04808
0.0837556,1.03783
0.0844043,1.04332
0.0850755,1.04465
0.0857094,1.03581
0.0863954,1.04278
0.0870964,1.03918
0.0876855,1.03737
0.0883641,1.04313
0.0890204,1.03103
0.0897213,1.04273
0.0904223,1.03081
0.0910636,1.03826
0.09169,1.03528
0.092309,1.03076
0.0930398,1.03985
0.0937259,1.03608
0.0944045,1.03487
0.0950309,1.03925
0.0957244,1.02969
0.0963582,1.0414
0.0970294,1.02748
0.0976931,1.03378
0.0983717,1.03035
0.0990578,1.02859
0.0997364,1.03606
0.100385,1.02767
0.100997,1.03093
0.101645,1.0358
0.102272,1.02749
0.10301,1.03732
0.103629,1.02754
0.104293,1.03376
0.105001,1.03321
0.10565,1.02816
0.106351,1.0375
0.107022,1.02968
0.107693,1.0337
0.108349,1.03476
0.108991,1.02936
0.109662,1.04171
0.1104,1.03168
0.111041,1.03913
0.111728,1.03369
0.112354,1.03134
0.112995,1.03722
0.113689,1.03103
0.11433,1.03601
0.115016,1.03707
0.115687,1.03142
0.116411,1.04115
0.117067,1.02928
0.117731,1.03965
0.118417,1.03314
0.119065,1.03374
0.119677,1.0423
0.120318,1.03774
0.120982,1.04371
0.121668,1.04064
0.122265,1.03379
0.122966,1.04612
0.123637,1.03452
0.124338,1.04575
0.124986,1.04057
0.125605,1.04127
0.126291,1.0457
0.12703,1.03844
0.127589,1.04378
0.128312,1.04492
0.128954,1.03834
0.129595,1.0508
0.130251,1.04122
0.130915,1.05073
0.131571,1.04536
0.132242,1.04864
0.132936,1.0528
0.1336,1.04672
0.134211,1.05066
0.134979,1.0538
0.135605,1.04749
0.136277,1.05783
0.136925,1.04813
0.137544,1.05882
0.138216,1.05257
0.13882,1.05152
0.139498,1.05977
0.14011,1.0527
0.140833,1.0611
0.141534,1.05977
0.142213,1.05776
0.142884,1.06734
0.143547,1.05724
0.144219,1.06648
0.14486,1.05912
0.145524,1.06323
0.146262,1.06779
0.146873,1.06299
0.147544,1.0722
0.148201,1.066
0.148887,1.06915
0.149536,1.0757
0.150177,1.06755
0.150855,1.07898
0.151549,1.07033
0.152183,1.0751
0.152921,1.07802
0.15357,1.07193
0.154219,1.08351
0.154942,1.07798
0.155554,1.07984
0.156254,1.0861
0.156866,1.0769
0.15753,1.0894
0.158268,1.08349
0.158842,1.08777
0.159573,1.08984
0.160162,1.08554
0.160863,1.09618
0.161542,1.09014
0.162205,1.09464
0.162921,1.09799
0.163585,1.09089
0.164219,1.10117
0.164905,1.09528
0.165524,1.10069
0.166173,1.10266
0.166821,1.09781
0.167485,1.10849
0.168201,1.10062
0.168812,1.09298
0.169461,1.09275
0.170132,1.09137
0.170796,1.10715
0.171467,1.10214
0.172086,1.10991
0.17275,1.11204
0.173399,1.10985
0.17407,1.12061
0.174733,1.11342
0.175412,1.11921
0.176061,1.12177
0.176717,1.11955
0.177388,1.12951
0.178059,1.12318
0.178723,1.12909
0.179469,1.12998
0.180058,1.12473
0.180744,1.13596
0.181408,1.12773
0.182071,1.13699
0.182802,1.13587
0.183376,1.13468
0.184025,1.14396
0.184741,1.13671
0.185367,1.14723
0.186046,1.14693
0.186672,1.14274
0.187403,1.1541
0.188067,1.14497
0.188686,1.1544
0.189409,1.15343
0.189998,1.15246
0.190699,1.16229
0.191438,1.15164
0.192042,1.16314
0.19272,1.16142
0.193362,1.16071
0.194018,1.16994
0.194696,1.16164
0.195338,1.17117
0.196054,1.16897
0.196658,1.16977
0.197388,1.17883
0.19806,1.17056
0.198656,1.17672
0.199387,1.17453
0.200013,1.17798
0.200729,1.1892
0.201371,1.17801
0.201989,1.18765
0.202698,1.18321
0.203339,1.18788
0.204033,1.19516
0.204696,1.18619
0.205308,1.19362
0.206016,1.19357
0.20668,1.19422
0.207314,1.2028
0.207978,1.1947
0.208671,1.20702
0.209312,1.20241
0.209961,1.20361
0.21058,1.21096
0.211244,1.2041
0.211945,1.2111
0.212579,1.20826
0.213227,1.21102
0.213921,1.22044
0.214622,1.21202
0.21533,1.22261
0.215979,1.21885
0.216561,1.22096
0.217307,1.22675
0.217993,1.21931
0.218567,1.22939
0.219275,1.22539
0.219917,1.22877
0.220595,1.23465
0.221259,1.22624
0.221923,1.23798
0.222646,1.23343
0.223243,1.23565
0.223936,1.2392
0.22457,1.23428
0.225226,1.2424
0.225949,1.23862
0.226598,1.24354
0.227277,1.24732
0.227926,1.23978
0.228582,1.25406
0.229283,1.24323
0.229924,1.2528
0.23058,1.25408
0.231244,1.25006
0.231915,1.25871
0.232594,1.25289
0.23322,1.25514
0.233958,1.25981
0.234577,1.2529
0.235278,1.26646
0.23589,1.25633
0.236569,1.26288
0.237202,1.26386
0.237874,1.26023
0.238567,1.26895
0.239283,1.26252
0.239924,1.26805
0.240633,1.27126
0.241252,1.26443
0.241908,1.27522
0.242579,1.26698
0.243205,1.27181
0.243966,1.2751
0.24454,1.26996
0.245219,1.28041
0.245905,1.27363
0.246531,1.27729
0.247203,1.27858
0.247896,1.2727
0.248515,1.28381
0.249298,1.27386
0.249842,1.28155
0.250543,1.28
0.2512,1.27755
0.251893,1.28668
0.252542,1.27937
0.253228,1.28511
0.253899,1.28533
0.254511,1.28188
0.255197,1.29291
0.25589,1.28132
0.256509,1.28852
0.25721,1.2859
0.257859,1.28319
0.25847,1.29144
0.259201,1.2843
0.259872,1.2932
0.260506,1.29243
0.261133,1.28942
0.261826,1.29731
0.262505,1.28935
0.263176,1.29777
