Working Electrode (V),Current (mA)
0.431291,-0.567951
0.43059,-0.56406
0.429978,-0.561761
0.429322,-0.568134
0.428651,-0.562039
0.427995,-0.568374
0.427286,-0.564904
0.426682,-0.564762
0.425966,-0.57084
0.425265,-0.562423
0.424624,-0.569944
0.423946,-0.566716
0.423312,-0.566341
0.422678,-0.57269
0.421992,-0.562987
0.421343,-0.568659
0.420687,-0.5693
0.420008,-0.566647
0.419322,-0.573327
0.418658,-0.564302
0.418054,-0.574834
0.417368,-0.567941
0.416682,-0.568277
0.416056,-0.57296
0.415362,-0.566326
0.414669,-0.572327
0.413998,-0.569084
0.413371,-0.569623
0.41267,-0.572456
0.412036,-0.565207
0.411365,-0.575861
0.410709,-0.56926
0.410068,-0.569523
0.409374,-0.573961
0.408711,-0.56887
0.408039,-0.574549
0.407309,-0.571324
0.406682,-0.571395
0.405989,-0.57606
0.4054,-0.567816
0.404684,-0.575692
0.404057,-0.571512
0.403431,-0.57264
0.40276,-0.574515
0.402066,-0.568679
0.401358,-0.574954
0.400731,-0.569829
0.400112,-0.571762
0.399396,-0.576087
0.398733,-0.568027
0.398099,-0.576301
0.397458,-0.569
0.396809,-0.573933
0.396041,-0.576948
0.395392,-0.570558
0.394751,-0.577341
0.39405,-0.571936
0.393475,-0.574179
0.392774,-0.577616
0.392126,-0.569255
0.39141,-0.578705
0.390746,-0.570016
0.390023,-0.577404
0.389352,-0.575109
0.388695,-0.571228
0.388009,-0.578278
0.387361,-0.571973
0.386786,-0.576612
0.386041,-0.577832
0.385429,-0.568775
0.384698,-0.581275
0.38405,-0.572861
0.383408,-0.578168
0.382648,-0.578207
0.382058,-0.571978
0.381402,-0.579782
0.380739,-0.572261
0.380038,-0.578335
0.379381,-0.575805
0.37871,-0.573011
0.377994,-0.581052
0.377323,-0.575303
0.376771,-0.581003
0.376055,-0.577351
0.375436,-0.574513
0.374765,-0.581381
0.374094,-0.572407
0.373393,-0.578938
0.37273,-0.57673
0.372103,-0.572715
0.37132,-0.580081
0.370716,-0.57349
0.37009,-0.580984
0.369366,-0.577377
0.36877,-0.575069
0.368099,-0.581955
0.367398,-0.575501
0.366756,-0.580565
0.366078,-0.579014
0.365414,-0.575266
0.36478,-0.582742
0.364124,-0.574944
0.363438,-0.580734
0.362797,-0.579323
0.362103,-0.578413
0.361439,-0.582927
0.360761,-0.57467
0.360045,-0.580143
0.359433,-0.577439
0.358755,-0.578182
0.358136,-0.583312
0.35748,-0.577555
0.356838,-0.583047
0.356175,-0.580852
0.355496,-0.58004
0.354817,-0.584572
0.354094,-0.576605
0.353475,-0.585878
0.352811,-0.581342
0.352155,-0.582647
0.351447,-0.586479
0.350872,-0.578904
0.350231,-0.587784
0.349523,-0.581018
0.348852,-0.582166
0.34824,-0.585402
0.347547,-0.579154
0.34689,-0.586901
0.346204,-0.582306
0.345593,-0.583783
0.344892,-0.586986
0.344221,-0.579843
0.343497,-0.587853
0.342804,-0.584192
0.342177,-0.586771
0.341491,-0.589494
0.340902,-0.581393
0.340209,-0.588388
0.339485,-0.583716
0.338919,-0.575248
0.338292,-0.573646
0.337584,-0.572577
0.336898,-0.584053
0.336204,-0.581258
0.335585,-0.584514
0.334907,-0.587387
0.33425,-0.582613
0.333594,-0.589849
0.332938,-0.583667
0.332289,-0.590126
0.331558,-0.591022
0.33091,-0.586098
0.330246,-0.59411
0.329537,-0.589376
0.328941,-0.590825
0.328277,-0.594763
0.327681,-0.586272
0.326995,-0.59593
0.326301,-0.589248
0.32566,-0.593789
0.324981,-0.593586
0.324273,-0.58772
0.323661,-0.594105
0.322938,-0.590688
0.322296,-0.594348
0.321648,-0.59712
0.321029,-0.58915
0.320335,-0.599358
0.319664,-0.592678
0.319008,-0.598366
0.318284,-0.596931
0.317643,-0.594385
0.316957,-0.601617
0.316316,-0.594724
0.315749,-0.597258
0.315033,-0.598099
0.314355,-0.592894
0.313713,-0.605029
0.313035,-0.594464
0.312386,-0.601268
0.311677,-0.598935
0.311051,-0.59792
0.310387,-0.602905
0.309709,-0.595126
0.309052,-0.599718
0.308389,-0.598973
0.307785,-0.594513
0.307039,-0.606651
0.306368,-0.597857
0.305727,-0.603455
0.305063,-0.599966
0.304436,-0.601124
0.303803,-0.607114
0.303117,-0.601077
0.30246,-0.604345
0.301707,-0.605188
0.301066,-0.599812
0.300402,-0.610951
0.299701,-0.601376
0.299082,-0.610612
0.298374,-0.606817
0.297732,-0.606763
0.297076,-0.610461
0.29645,-0.603896
0.295764,-0.609735
0.29507,-0.608878
0.294436,-0.606893
0.293706,-0.616026
0.293087,-0.602824
0.292453,-0.61598
0.291774,-0.608655
0.291096,-0.610326
0.290477,-0.611446
0.289753,-0.608527
0.289149,-0.614106
0.288463,-0.61467
0.287799,-0.613093
0.287166,-0.62031
0.286524,-0.607286
0.285779,-0.619625
0.285167,-0.612845
0.284511,-0.617038
0.283825,-0.618316
0.283154,-0.614749
0.282512,-0.619233
0.281819,-0.617641
0.281222,-0.616468
0.280514,-0.625471
0.279902,-0.615296
0.279164,-0.626641
0.27853,-0.61922
0.277896,-0.62501
0.277218,-0.625305
0.276554,-0.621423
0.275935,-0.625965
0.275249,-0.624367
0.274548,-0.622684
0.273907,-0.630125
0.273168,-0.621954
0.272549,-0.633061
0.271901,-0.626832
0.271289,-0.632365
0.270566,-0.631891
0.269977,-0.62629
0.269291,-0.634963
0.268605,-0.631319
0.267948,-0.631812
0.267225,-0.638374
0.266532,-0.627951
0.265868,-0.643143
0.265241,-0.631867
0.264548,-0.637037
0.263899,-0.635578
0.263258,-0.632949
0.262616,-0.638888
0.261901,-0.637575
0.261297,-0.638554
0.260566,-0.640536
0.259977,-0.63207
0.259276,-0.645292
0.258597,-0.634205
0.257918,-0.641124
0.25727,-0.638569
0.256681,-0.639211
0.255965,-0.647385
0.255323,-0.638733
0.254645,-0.642663
0.253996,-0.646792
0.253355,-0.641017
0.252631,-0.651028
0.251997,-0.640865
0.251334,-0.651016
0.250625,-0.646703
0.249969,-0.645599
0.249298,-0.649504
0.248612,-0.644709
0.248,-0.646973
0.24727,-0.649597
0.246636,-0.644005
0.24598,-0.653792
0.245323,-0.644402
0.244652,-0.653592
0.243988,-0.647927
0.24334,-0.646424
0.242609,-0.654614
0.24196,-0.646495
0.241319,-0.653169
0.240633,-0.652276
0.239991,-0.646683
0.239283,-0.654207
0.238649,-0.644397
0.238023,-0.656128
0.237247,-0.649153
0.236651,-0.650815
0.236002,-0.652995
0.235323,-0.649586
0.234697,-0.65166
0.233988,-0.651557
0.233287,-0.649446
0.232609,-0.65566
0.2319,-0.644017
0.231289,-0.655897
0.23061,-0.649011
0.229939,-0.652183
0.229313,-0.656434
0.228619,-0.651607
0.228008,-0.655787
0.227299,-0.65287
0.226621,-0.651259
0.226024,-0.657202
0.225345,-0.649732
0.224644,-0.659506
0.224003,-0.649504
0.223354,-0.653761
0.222668,-0.657955
0.222034,-0.652331
0.221356,-0.656982
0.22064,-0.655998
0.220021,-0.654644
0.21929,-0.660083
0.218671,-0.649924
0.217978,-0.663223
0.217344,-0.651717
0.216673,-0.657582
0.216031,-0.656964
0.215323,-0.654016
0.214719,-0.659038
0.214048,-0.654249
0.213369,-0.656138
0.212683,-0.65997
0.211967,-0.650363
0.211363,-0.662472
0.210707,-0.654859
0.210058,-0.659646
0.20938,-0.659896
0.208686,-0.654523
0.20806,-0.663451
0.207388,-0.659714
0.206732,-0.658677
0.206054,-0.663446
0.205457,-0.65357
0.204778,-0.664648
0.2041,-0.658304
0.203421,-0.663684
0.202728,-0.661858
0.202116,-0.657065
0.201438,-0.665479
0.200774,-0.66139
0.200103,-0.662368
0.199432,-0.663532
0.19888,-0.656594
0.198156,-0.667758
0.197478,-0.657389
0.196792,-0.663988
0.196054,-0.663924
0.195427,-0.659611
0.194726,-0.666883
0.194085,-0.660619
0.193421,-0.664792
0.192757,-0.665616
0.192109,-0.658866
0.191415,-0.668008
0.190744,-0.661007
0.190088,-0.668756
0.189394,-0.664883
0.18879,-0.662773
0.188112,-0.668442
0.187418,-0.663168
0.186807,-0.666794
0.186113,-0.666944
0.185479,-0.662428
0.184726,-0.671338
0.184107,-0.66175
0.183481,-0.669124
0.182765,-0.665109
0.182124,-0.663554
0.18149,-0.670314
0.180759,-0.664284
0.180132,-0.668356
0.179469,-0.667417
0.178827,-0.666232
0.178089,-0.672883
0.177478,-0.664346
0.176784,-0.674489
0.176135,-0.668891
0.175487,-0.666946
0.174793,-0.673065
0.174122,-0.665138
0.173525,-0.671931
0.172839,-0.669485
0.172176,-0.668393
0.171504,-0.674063
0.170848,-0.663961
0.170185,-0.674541
0.169454,-0.671229
0.16888,-0.656241
0.168298,-0.658132
0.167582,-0.652024
0.166963,-0.662759
0.166202,-0.664731
0.165643,-0.666693
0.164868,-0.674956
0.164249,-0.666681
0.16363,-0.676611
0.162936,-0.671008
0.162272,-0.672758
0.161609,-0.677386
0.160923,-0.667592
0.160304,-0.676357
0.159595,-0.671934
0.158939,-0.674759
0.158253,-0.678042
0.157582,-0.670371
0.156985,-0.678157
0.156284,-0.675225
0.155643,-0.675012
0.154964,-0.678729
0.154353,-0.672027
0.153719,-0.680534
0.152973,-0.674457
0.152287,-0.676732
0.151579,-0.680568
0.150945,-0.673746
0.150274,-0.68365
0.149647,-0.674978
0.148984,-0.678787
0.14826,-0.681658
0.147619,-0.675218
0.147008,-0.682924
0.146351,-0.678029
0.145635,-0.681307
0.144957,-0.682237
0.144308,-0.674921
0.143637,-0.685225
0.142973,-0.678954
0.142317,-0.683834
0.141609,-0.684532
0.140982,-0.678437
0.140296,-0.686866
0.139625,-0.679746
0.138954,-0.686414
0.138268,-0.686198
0.137641,-0.678944
0.137022,-0.68581
0.136336,-0.680806
0.135717,-0.683902
0.134994,-0.685774
0.13439,-0.68019
0.133674,-0.690028
0.132928,-0.68254
0.132332,-0.688335
0.131661,-0.687138
0.131034,-0.682123
0.130356,-0.689615
0.12967,-0.682855
0.129028,-0.690671
0.128379,-0.688414
0.127716,-0.684413
0.127067,-0.696881
0.126388,-0.68457
0.12571,-0.691112
0.125031,-0.690074
0.124397,-0.687628
0.123681,-0.695422
0.123018,-0.687472
0.122324,-0.694058
0.121661,-0.6898
0.121019,-0.687577
0.120415,-0.697986
0.119722,-0.687727
0.119103,-0.69451
0.118409,-0.692037
0.11779,-0.691296
0.117127,-0.698018
0.116478,-0.689427
0.115732,-0.696291
0.115061,-0.694706
0.114405,-0.690216
0.113726,-0.697904
0.11304,-0.691185
0.112488,-0.699886
0.111757,-0.697279
0.111146,-0.695248
0.11043,-0.70153
0.109759,-0.694154
0.10911,-0.70218
0.108402,-0.699698
0.107738,-0.696984
0.107119,-0.701472
0.106411,-0.694887
0.105747,-0.70494
0.105061,-0.6976
0.10439,-0.699247
0.103696,-0.706218
0.10307,-0.695601
0.102391,-0.705889
0.10172,-0.702656
0.101153,-0.701028
0.100422,-0.707484
0.099796,-0.701903
0.0991398,-0.708689
0.0985208,-0.703312
0.0978124,-0.705397
0.0971338,-0.708993
0.0965074,-0.70021
0.095799,-0.709768
0.0951278,-0.706959
0.0945238,-0.709385
0.0937855,-0.712849
0.0931144,-0.705161
0.0924358,-0.714799
0.091787,-0.708418
0.0911382,-0.713087
0.0904671,-0.713821
0.0898183,-0.706375
0.0891993,-0.716855
0.088476,-0.712132
0.087857,-0.714814
0.0871262,-0.718395
0.0865222,-0.71138
0.085866,-0.721504
0.0851724,-0.714787
0.0845386,-0.719858
0.0838525,-0.721729
0.0832112,-0.716735
0.082555,-0.724619
0.0818689,-0.717394
0.0812425,-0.723105
0.0805266,-0.721985
0.0798629,-0.714593
0.0792216,-0.724487
0.0785505,-0.7176
0.0778719,-0.722404
0.0772231,-0.725657
0.0765519,-0.721116
0.0758509,-0.728481
0.0752245,-0.721614
0.0745609,-0.72603
0.0738822,-0.727533
0.073226,-0.719548
0.0725176,-0.730217
0.0719434,-0.724496
0.0712499,-0.731145
0.0705563,-0.732763
0.0699076,-0.727796
0.0691917,-0.734642
0.0685503,-0.727972
0.0678867,-0.73424
0.067223,-0.732069
0.0665742,-0.727754
0.0658807,-0.736575
0.0652468,-0.729219
0.0646055,-0.735844
0.0639269,-0.734481
0.0632483,-0.731451
0.0625697,-0.736576
0.0619134,-0.729881
0.0612423,-0.739004
0.0605264,-0.738903
0.0599895,-0.733326
0.059281,-0.744578
0.0586397,-0.737282
0.0579313,-0.744168
0.05729,-0.739895
0.0566337,-0.73975
0.0559253,-0.746116
0.0552914,-0.73794
0.0546278,-0.745198
0.0539268,-0.744229
0.0533302,-0.741337
0.0526367,-0.750669
0.0520177,-0.738513
0.0513242,-0.747998
0.0506158,-0.744663
0.0500192,-0.743498
0.0493406,-0.754201
0.0486993,-0.746545
0.0479759,-0.75674
0.0472526,-0.752185
0.0466635,-0.750742
0.045955,-0.757076
0.0452988,-0.749631
0.0446799,-0.75752
0.0440162,-0.750328
0.0433898,-0.752214
0.0426813,-0.760219
0.041958,-0.753404
0.0413092,-0.760548
0.0406231,-0.756196
0.0399893,-0.759093
0.0393181,-0.764954
0.038647,-0.75398
0.0379535,-0.763388
0.0373643,-0.75938
0.0366783,-0.761539
0.0360146,-0.765831
0.0353136,-0.757108
0.0346648,-0.7663
0.0339937,-0.763749
0.0333225,-0.766317
0.0326439,-0.769298
0.0320772,-0.760933
0.0314582,-0.768842
0.0307945,-0.763933
0.0301308,-0.764956
0.0293702,-0.770346
0.0287065,-0.760925
0.0281398,-0.768549
0.0274239,-0.765221
0.0267155,-0.768533
0.0260741,-0.771503
0.0253806,-0.762404
0.0247393,-0.772188
0.0240756,-0.764602
0.0234492,-0.767615
0.0227781,-0.770927
0.0221293,-0.76224
0.0214358,-0.773012
0.0207571,-0.767581
0.0202053,-0.766938
0.0194521,-0.771918
0.0188332,-0.762152
0.0181248,-0.772875
0.017394,-0.767105
0.0167526,-0.770733
0.0161113,-0.770107
0.0154476,-0.764348
0.0148436,-0.77484
0.0141948,-0.770262
0.0134789,-0.775642
0.0128525,-0.777312
0.0121441,-0.772195
0.0114878,-0.779493
0.0108018,-0.773247
0.0101381,-0.776888
0.00948932,-0.77429
0.00889274,-0.772766
0.00822905,-0.782621
0.00754299,-0.776262
0.00686439,-0.780492
0.00617087,-0.779527
0.005537,-0.775848
0.00482111,-0.785906
0.00419471,-0.777756
0.00352356,-0.78487
0.00286733,-0.781914
0.00223346,-0.779243
0.00161452,-0.787309
0.000891168,-0.781228
0.000197649,-0.790711
-0.000510785,-0.787424
-0.00113719,-0.769988
-0.00175614,-0.777234
-0.00241983,-0.774084
-0.00304623,-0.782343
-0.00371738,-0.783511
-0.00435124,-0.781394
-0.00503731,-0.791546
-0.00573083,-0.785118
-0.00633486,-0.792597
-0.00704329,-0.79014
-0.00765478,-0.787848
-0.00837067,-0.796297
-0.00904182,-0.79115
-0.00963094,-0.79655
-0.0103319,-0.79494
-0.0109583,-0.796056
-0.0116891,-0.803921
-0.0123528,-0.792107
-0.0129941,-0.801589
-0.0136504,-0.799427
-0.014329,-0.801414
-0.0149479,-0.805226
-0.0156414,-0.798782
-0.0162678,-0.807498
-0.0169539,-0.805064
-0.01764,-0.802835
-0.0182962,-0.81004
-0.0189375,-0.804373
-0.0196161,-0.812885
-0.0203097,-0.806791
-0.0209137,-0.80922
-0.0215177,-0.812993
-0.0221963,-0.8062
-0.0228227,-0.813229
-0.0235759,-0.812044
-0.0241725,-0.810503
-0.0248884,-0.818898
-0.0255819,-0.808543
-0.0262754,-0.820181
-0.0269242,-0.81341
-0.0275282,-0.816717
-0.0282068,-0.819955
-0.0288854,-0.813336
-0.0295715,-0.823569
-0.0302576,-0.820652
-0.030966,-0.822264
-0.0315849,-0.828102
-0.0322113,-0.821425
-0.0328825,-0.832289
-0.0335014,-0.825904
-0.0341875,-0.831983
-0.0348885,-0.83317
-0.0355745,-0.827884
-0.0361935,-0.833146
-0.0369168,-0.832015
-0.0375507,-0.830824
-0.0382218,-0.833464
-0.0388333,-0.823688
-0.0394672,-0.837715
-0.0401458,-0.830302
-0.0408169,-0.836465
-0.0414732,-0.837419
-0.042122,-0.83288
-0.0428528,-0.842693
-0.0434792,-0.836612
-0.0440683,-0.838934
-0.0448289,-0.84418
-0.0454031,-0.835537
-0.046119,-0.8452
-0.0468275,-0.840274
-0.0474986,-0.849311
-0.0481175,-0.847327
-0.0487514,-0.844751
-0.0494002,-0.850643
-0.0500937,-0.847336
-0.0507201,-0.84925
-0.0513763,-0.851029
-0.0520251,-0.843448
-0.0527037,-0.853053
-0.0533823,-0.84191
-0.0540908,-0.851806
-0.0547321,-0.850479
-0.0553958,-0.845801
-0.0560222,-0.853774
-0.0567082,-0.85018
-0.0573048,-0.85159
-0.0580132,-0.854595
-0.0586695,-0.84717
-0.0593928,-0.858788
-0.0600491,-0.847744
-0.0607053,-0.855245
-0.0613764,-0.849772
-0.0620625,-0.851855
-0.062674,-0.858427
-0.0633973,-0.851107
-0.0640088,-0.855331
-0.0647471,-0.856713
-0.0654257,-0.851794
-0.0660447,-0.861587
-0.0666934,-0.851058
-0.0673571,-0.860306
-0.0679984,-0.855098
-0.0686398,-0.857021
-0.0692662,-0.859897
-0.0700044,-0.855418
-0.0705936,-0.861511
-0.0713542,-0.860976
-0.0719582,-0.856806
-0.0726741,-0.866984
-0.0732856,-0.854703
-0.0739866,-0.868735
-0.0746652,-0.862803
-0.0752543,-0.864052
-0.0758732,-0.867426
-0.0766041,-0.86247
-0.0772603,-0.867583
-0.0779762,-0.864665
-0.0786175,-0.863361
-0.0793259,-0.871048
-0.0799598,-0.861899
-0.0805713,-0.873011
-0.0812797,-0.863155
-0.0819658,-0.867909
-0.0826295,-0.870357
-0.0833081,-0.864168
-0.0839494,-0.872724
-0.0846802,-0.870273
-0.0852693,-0.868662
-0.0859777,-0.878889
-0.0866116,-0.866844
-0.0872604,-0.87866
-0.0878868,-0.869069
-0.0885579,-0.875438
-0.0892589,-0.875179
-0.0898928,-0.871321
-0.0906012,-0.879571
-0.0912873,-0.878254
-0.0918764,-0.878156
-0.0925997,-0.886494
-0.0932261,-0.87959
-0.0938973,-0.892185
-0.094561,-0.881244
-0.0951874,-0.88561
-0.0959033,-0.883896
-0.096567,-0.880253
-0.0972232,-0.886506
-0.0979093,-0.884195
-0.0985431,-0.88247
-0.0992665,-0.887877
-0.0998929,-0.877863
-0.100557,-0.887438
-0.101198,-0.880174
-0.101921,-0.887249
-0.102525,-0.886447
-0.103167,-0.880233
-0.103875,-0.888856
-0.104554,-0.887376
-0.105128,-0.888593
-0.105829,-0.889921
-0.106522,-0.883121
-0.107193,-0.896147
-0.107857,-0.882823
-0.108543,-0.89035
-0.109222,-0.884241
-0.109871,-0.88356
-0.110564,-0.890603
-0.111198,-0.884185
-0.111832,-0.886401
-0.112548,-0.890072
-0.113211,-0.883645
-0.11386,-0.894327
-0.114584,-0.883699
-0.11518,-0.892165
-0.115896,-0.889366
-0.116515,-0.885095
-0.117201,-0.892806
-0.117872,-0.889278
-0.118543,-0.893966
-0.11917,-0.894062
-0.119833,-0.886803
-0.120505,-0.898507
-0.121131,-0.886601
-0.121839,-0.893784
-0.122466,-0.888998
-0.123137,-0.892303
-0.123808,-0.898555
-0.12442,-0.894015
-0.125098,-0.898551
-0.125822,-0.898215
-0.126433,-0.890673
-0.127082,-0.901818
-0.12776,-0.892741
-0.128417,-0.900982
-0.129177,-0.898752
-0.129744,-0.898777
-0.130393,-0.903601
-0.131146,-0.898369
-0.131795,-0.904674
-0.132444,-0.901958
-0.133063,-0.900177
-0.133756,-0.909259
-0.13442,-0.899856
-0.135121,-0.91128
-0.135807,-0.907154
-0.136411,-0.906931
-0.13706,-0.912418
-0.137723,-0.904286
-0.138335,-0.911088
-0.139036,-0.91059
-0.139699,-0.907429
-0.1404,-0.914994
-0.141094,-0.906734
-0.141683,-0.915213
-0.142436,-0.908766
-0.143063,-0.911496
-0.143711,-0.915658
-0.144427,-0.910914
-0.145054,-0.918897
-0.14577,-0.915482
-0.146389,-0.916167
-0.147067,-0.922878
-0.147671,-0.912128
-0.148342,-0.923354
-0.149043,-0.917152
-0.149685,-0.919655
-0.150289,-0.923529
-0.151005,-0.917671
-0.151653,-0.926467
-0.152392,-0.924434
-0.153011,-0.925024
-0.153726,-0.931119
-0.154308,-0.921384
-0.155002,-0.931953
-0.155628,-0.928309
-0.156247,-0.930971
-0.156963,-0.93342
-0.157627,-0.927719
-0.158275,-0.936204
-0.158969,-0.931221
-0.159685,-0.933912
-0.160326,-0.938485
-0.160975,-0.932021
-0.161609,-0.940214
-0.16231,-0.933426
-0.162958,-0.939489
-0.163652,-0.939721
-0.164271,-0.932875
-0.16489,-0.941178
-0.165613,-0.938531
-0.166225,-0.941544
-0.166926,-0.946539
-0.167597,-0.938365
-0.168223,-0.94983
-0.168961,-0.944259
-0.16961,-0.949156
-0.170319,-0.950012
-0.170893,-0.928349
-0.171482,-0.933047
-0.172146,-0.929246
-0.172742,-0.941068
-0.173443,-0.945759
-0.174099,-0.940828
-0.174793,-0.953495
-0.175479,-0.947902
-0.176135,-0.957801
-0.176806,-0.954202
-0.177463,-0.950167
-0.178134,-0.96011
-0.178812,-0.954281
-0.179484,-0.961441
-0.180147,-0.959396
-0.180804,-0.956916
-0.181422,-0.965114
-0.182131,-0.958044
-0.182817,-0.968514
-0.183525,-0.965128
-0.184077,-0.96071
-0.184823,-0.972073
-0.185449,-0.962302
-0.186113,-0.969515
-0.186739,-0.967746
-0.187426,-0.970187
-0.188156,-0.976621
-0.188768,-0.967181
-0.189431,-0.975471
-0.190185,-0.973879
-0.190722,-0.972831
-0.191423,-0.981942
-0.192071,-0.97418
-0.192735,-0.983171
-0.193369,-0.979811
-0.193958,-0.977353
-0.194704,-0.985156
-0.195367,-0.978046
-0.196083,-0.985379
-0.196769,-0.985006
-0.197411,-0.984025
-0.198112,-0.993086
-0.198738,-0.984192
-0.199379,-0.994433
-0.20008,-0.991301
-0.200692,-0.991279
-0.201326,-0.99706
-0.201989,-0.989081
-0.202675,-0.997137
-0.203354,-0.992041
-0.203958,-0.994836
-0.204644,-1.00445
-0.205323,-1.00027
-0.206061,-1.01396
-0.206702,-1.00721
-0.207351,-1.00734
-0.20797,-1.01214
-0.208679,-1.00178
-0.209305,-1.01206
-0.209998,-1.00987
-0.210588,-1.00965
-0.211326,-1.01487
-0.211982,-1.00525
-0.212601,-1.01432
-0.213227,-1.0096
-0.213928,-1.01271
-0.214644,-1.01753
-0.215315,-1.01138
-0.215942,-1.01898
-0.216643,-1.01598
-0.217247,-1.01805
-0.21797,-1.02217
-0.218619,-1.01511
-0.219275,-1.02962
-0.219924,-1.02201
-0.220617,-1.02847
-0.221274,-1.0294
-0.22193,-1.02496
-0.222631,-1.03423
-0.22328,-1.02689
-0.223928,-1.03236
-0.224592,-1.03526
-0.225286,-1.02997
-0.225912,-1.03819
-0.226583,-1.03311
-0.227165,-1.04144
-0.227888,-1.04214
-0.228522,-1.03803
-0.229208,-1.04682
-0.229887,-1.04309
-0.230528,-1.04721
-0.231229,-1.04838
-0.231885,-1.04468
-0.232556,-1.05363
-0.233213,-1.04905
-0.233891,-1.05725
-0.234518,-1.05916
-0.235159,-1.05491
-0.235823,-1.0643
-0.236561,-1.06145
-0.237143,-1.06721
-0.237859,-1.06849
-0.238515,-1.06589
-0.239164,-1.07692
-0.239879,-1.06868
-0.240498,-1.07859
-0.241184,-1.07461
-0.241841,-1.07466
-0.242475,-1.08591
-0.243146,-1.07973
-0.24378,-1.08817
-0.244481,-1.0919
-0.245144,-1.08821
-0.245815,-1.09945
-0.246501,-1.09434
-0.24715,-1.10383
-0.247784,-1.1017
-0.248463,-1.10516
-0.249141,-1.11467
-0.249768,-1.1084
-0.250446,-1.1202
-0.251147,-1.12055
-0.251781,-1.11956
-0.252482,-1.12968
-0.253123,-1.12213
-0.25378,-1.13544
-0.254496,-1.13677
-0.255092,-1.13804
-0.255756,-1.15052
-0.256449,-1.14773
-0.257143,-1.15954
-0.257829,-1.16103
-0.25844,-1.16222
-0.259149,-1.16982
-0.259805,-1.16328
-0.260409,-1.17576
-0.261028,-1.17551
-0.261714,-1.18174
-0.262385,-1.1929
-0.263079,-1.18582
-0.26369,-1.19712
-0.264429,-1.1985
-0.26504,-1.20327
-0.265719,-1.21426
-0.266353,-1.21155
-0.267024,-1.22538
-0.267762,-1.22335
-0.268396,-1.23314
-0.269037,-1.24193
-0.269723,-1.23826
-0.270402,-1.25476
-0.271021,-1.25147
-0.27158,-1.25455
-0.272341,-1.26854
-0.272967,-1.26276
-0.273593,-1.27711
-0.27428,-1.27803
-0.27501,-1.2861
-0.275659,-1.29244
-0.2763,-1.29032
-0.276964,-1.30499
-0.277695,-1.30767
-0.278291,-1.31172
-0.278963,-1.32043
-0.279582,-1.31363
-0.280253,-1.33075
-0.280939,-1.33003
-0.281573,-1.33673
-0.282214,-1.34335
-0.282937,-1.34256
-0.283601,-1.35756
-0.284242,-1.35836
-0.284936,-1.3643
-0.285562,-1.37298
-0.286271,-1.36866
-0.286919,-1.38311
-0.287635,-1.37663
-0.288239,-1.38852
-0.28894,-1.39321
-0.289597,-1.38857
-0.290208,-1.40134
-0.290902,-1.39945
-0.291565,-1.4086
-0.292214,-1.41196
-0.292878,-1.40727
-0.293579,-1.42174
-0.294257,-1.41617
-0.294899,-1.42421
-0.295585,-1.42483
-0.296226,-1.42444
-0.296875,-1.43568
-0.297546,-1.43142
-0.298187,-1.43657
-0.298858,-1.4391
-0.299507,-1.43399
-0.300231,-1.44625
-0.30085,-1.43591
-0.301498,-1.4446
-0.302184,-1.44513
-0.302848,-1.44005
-0.303489,-1.44969
-0.304183,-1.44315
-0.304817,-1.44762
-0.305555,-1.44675
-0.306144,-1.44185
-0.30686,-1.44998
-0.307501,-1.44209
-0.308172,-1.44668
-0.308836,-1.44322
-0.309515,-1.43921
-0.310134,-1.44607
-0.310842,-1.4366
-0.311446,-1.43882
-0.312177,-1.4357
-0.312796,-1.43373
-0.31343,-1.43691
-0.314108,-1.42312
-0.31469,-1.42872
-0.315399,-1.42322
-0.316062,-1.42165
-0.316726,-1.42679
-0.317397,-1.41532
-0.318061,-1.41976
-0.318687,-1.41378
-0.319373,-1.40989
-0.320052,-1.41232
-0.320723,-1.40048
-0.321379,-1.40596
-0.32208,-1.3978
-0.322744,-1.39579
-0.323385,-1.39664
-0.324034,-1.38654
-0.324668,-1.39166
-0.325361,-1.38537
-0.326055,-1.38109
-0.326733,-1.38471
-0.32733,-1.37183
-0.328024,-1.37834
-0.328687,-1.36785
-0.329366,-1.36586
-0.329977,-1.36807
-0.330626,-1.35753
-0.331327,-1.36082
-0.332006,-1.35213
-0.332595,-1.35094
-0.333296,-1.35466
-0.333952,-1.34129
-0.334646,-1.34946
-0.335294,-1.3407
-0.335936,-1.34287
-0.336592,-1.34229
-0.337248,-1.33004
-0.337904,-1.337
-0.338613,-1.32846
-0.339239,-1.32881
-0.339963,-1.33023
-0.340582,-1.30646
-0.341223,-1.31117
-0.341797,-1.30474
-0.342476,-1.30958
-0.343192,-1.31649
-0.343885,-1.3053
-0.344467,-1.31729
-0.345168,-1.30769
-0.345809,-1.31183
-0.346473,-1.30979
-0.347084,-1.30136
-0.34777,-1.3126
-0.348434,-1.30479
-0.349135,-1.30921
-0.349806,-1.31167
-0.350477,-1.30081
-0.351111,-1.31064
-0.35179,-1.29757
-0.352438,-1.30237
-0.353124,-1.30156
-0.353796,-1.29683
-0.354474,-1.30153
-0.355183,-1.29566
-0.355779,-1.29812
-0.356518,-1.30164
-0.357144,-1.29527
-0.357852,-1.30837
-0.358471,-1.29489
-0.359128,-1.3039
-0.359776,-1.29691
-0.360477,-1.29309
-0.361104,-1.299
-0.36182,-1.29004
