"Step number","Step name","Elapsed Time (s)","Working Electrode (V)","Working Electrode vs. NHE (V)","Current (mA)","Current Density (mA/cm²)","Cumulative Charge (mAh)","Counter Electrode (V)"
1_1,Constant Potential,60.0002,0.199561,0.199561,0.559374,0,0.00932292,-0.644437
1_1,Constant Potential,120,0.199531,0.199531,0.483842,0,0.0180164,-0.836616
1_1,Constant Potential,180,0.199526,0.199526,0.432431,0,0.025652,-0.855
1_1,Constant Potential,240,0.199548,0.199548,0.394617,0,0.0325441,-0.835427
1_1,Constant Potential,300,0.199543,0.199543,0.36588,0,0.0388815,-0.81945
1_1,Constant Potential,360,0.199536,0.199536,0.343128,0,0.0447899,-0.806405
1_1,Constant Potential,420.001,0.199516,0.199516,0.323913,0,0.0503487,-0.795466
1_1,Constant Potential,480.001,0.199522,0.199522,0.306883,0,0.0556053,-0.785669
1_1,Constant Potential,540.026,0.199519,0.199519,0.292808,0,0.0606049,-0.778003
1_1,Constant Potential,600.026,0.199541,0.199541,0.279974,0,0.065378,-0.770704
1_1,Constant Potential,660.027,0.19951,0.19951,0.268249,0,0.0699466,-0.763963
1_1,Constant Potential,720.027,0.199534,0.199534,0.259044,0,0.0743407,-0.75783
1_1,Constant Potential,780.079,0.199519,0.199519,0.250418,0,0.0785899,-0.752633
1_1,Constant Potential,840.079,0.199527,0.199527,0.243329,0,0.0827045,-0.747865
1_1,Constant Potential,900.079,0.199528,0.199528,0.237754,0,0.0867135,-0.744946
1_1,Constant Potential,960.079,0.19958,0.19958,0.233475,0,0.0906404,-0.74129
1_1,Constant Potential,1020.08,0.199528,0.199528,0.229498,0,0.0944986,-0.737994
1_1,Constant Potential,1080.08,0.19955,0.19955,0.177909,0,0.0978936,-0.684553
1_1,Constant Potential,1140.08,0.199551,0.199551,0.164128,0,0.100744,-0.645068
1_1,Constant Potential,1200.08,0.199595,0.199595,0.164626,0,0.103484,-0.636241
1_1,Constant Potential,1260.08,0.199513,0.199513,0.168996,0,0.106264,-0.649186
1_1,Constant Potential,1320.08,0.199528,0.199528,0.170941,0,0.109097,-0.660986
1_1,Constant Potential,1380.08,0.199558,0.199558,0.173577,0,0.111968,-0.669038
1_1,Constant Potential,1440.08,0.199526,0.199526,0.183065,0,0.11494,-0.670478
1_1,Constant Potential,1500.08,0.19955,0.19955,0.255371,0,0.118593,-0.716098
1_1,Constant Potential,1560.08,0.199538,0.199538,0.295282,0,0.123182,-0.739628
1_1,Constant Potential,1620.08,0.19952,0.19952,0.314316,0,0.128262,-0.748775
1_1,Constant Potential,1680.08,0.199553,0.199553,0.32596,0,0.133598,-0.754434
1_1,Constant Potential,1740.08,0.199572,0.199572,0.333165,0,0.13909,-0.757014
1_1,Constant Potential,1800.08,0.199552,0.199552,0.339441,0,0.144696,-0.758141
1_1,Constant Potential,1860.08,0.199565,0.199565,0.34484,0,0.150398,-0.759393
1_1,Constant Potential,1920.1,0.199551,0.199551,0.349965,0,0.15619,-0.759931
1_1,Constant Potential,1980.1,0.199516,0.199516,0.35402,0,0.162056,-0.759635
1_1,Constant Potential,2040.1,0.199572,0.199572,0.357816,0,0.167988,-0.759722
1_1,Constant Potential,2100.1,0.199546,0.199546,0.360166,0,0.173972,-0.758783
1_1,Constant Potential,2160.13,0.199537,0.199537,0.363003,0,0.18,-0.757436
1_1,Constant Potential,2220.13,0.199549,0.199549,0.366539,0,0.18608,-0.75705
1_1,Constant Potential,2280.15,0.199526,0.199526,0.369856,0,0.192219,-0.756656
1_1,Constant Potential,2340.15,0.199517,0.199517,0.372457,0,0.198405,-0.75558
1_1,Constant Potential,2400.15,0.199556,0.199556,0.373661,0,0.204623,-0.754389
1_1,Constant Potential,2460.17,0.199517,0.199517,0.375696,0,0.210869,-0.752875
1_1,Constant Potential,2520.17,0.199527,0.199527,0.377631,0,0.217147,-0.752262
1_1,Constant Potential,2580.17,0.199528,0.199528,0.379871,0,0.223459,-0.751584
1_1,Constant Potential,2640.17,0.199544,0.199544,0.381849,0,0.229807,-0.751259
1_1,Constant Potential,2700.17,0.199568,0.199568,0.385848,0,0.236205,-0.752366
1_1,Constant Potential,2760.17,0.199549,0.199549,0.388246,0,0.242655,-0.752492
1_1,Constant Potential,2820.17,0.199527,0.199527,0.39101,0,0.249149,-0.75234
1_1,Constant Potential,2880.17,0.19951,0.19951,0.392788,0,0.255681,-0.752278
1_1,Constant Potential,2940.17,0.19953,0.19953,0.396035,0,0.262254,-0.753177
1_1,Constant Potential,3000.17,0.199525,0.199525,0.397935,0,0.268871,-0.752252
1_1,Constant Potential,3060.17,0.199508,0.199508,0.399896,0,0.27552,-0.751274
1_1,Constant Potential,3120.17,0.199546,0.199546,0.401642,0,0.282199,-0.750125
1_1,Constant Potential,3180.17,0.199541,0.199541,0.403546,0,0.288909,-0.749571
1_1,Constant Potential,3240.17,0.199562,0.199562,0.406493,0,0.295659,-0.749968
1_1,Constant Potential,3300.18,0.199516,0.199516,0.408186,0,0.302449,-0.74987
1_1,Constant Potential,3360.2,0.1995,0.1995,0.40923,0,0.309263,-0.74946
1_1,Constant Potential,3420.2,0.199523,0.199523,0.41099,0,0.316098,-0.748999
1_1,Constant Potential,3480.22,0.199529,0.199529,0.413656,0,0.322972,-0.748913
1_1,Constant Potential,3540.22,0.199565,0.199565,0.415217,0,0.329879,-0.748808
1_1,Constant Potential,3600.22,0.19953,0.19953,0.417016,0,0.336815,-0.748391
1_1,Constant Potential,3660.22,0.199536,0.199536,0.418031,0,0.343773,-0.747428
1_1,Constant Potential,3720.22,0.199525,0.199525,0.420569,0,0.350762,-0.747855
1_1,Constant Potential,3780.22,0.199519,0.199519,0.421814,0,0.357782,-0.748084
1_1,Constant Potential,3840.22,0.199526,0.199526,0.423452,0,0.364826,-0.74754
1_1,Constant Potential,3900.22,0.199526,0.199526,0.424292,0,0.37189,-0.747114
1_1,Constant Potential,3960.22,0.199512,0.199512,0.425628,0,0.378973,-0.746254
1_1,Constant Potential,4020.22,0.199511,0.199511,0.427602,0,0.386083,-0.74708
1_1,Constant Potential,4080.22,0.199536,0.199536,0.429536,0,0.393226,-0.747763
1_1,Constant Potential,4140.22,0.19953,0.19953,0.430846,0,0.400396,-0.747922
1_1,Constant Potential,4200.22,0.199534,0.199534,0.431292,0,0.40758,-0.746707
1_1,Constant Potential,4260.24,0.199549,0.199549,0.430799,0,0.414767,-0.745239
